Type,Gene
protein_coding,THSD7A
protein_coding,THSD7B
protein_coding,THTPA
protein_coding,THUMPD1
protein_coding,THUMPD2
protein_coding,THUMPD3
protein_coding,THY1
protein_coding,THYN1
protein_coding,TIA1
protein_coding,TIAF1
protein_coding,TIAL1
protein_coding,TIAM1
protein_coding,TIAM2
protein_coding,TICAM1
protein_coding,TICAM2
protein_coding,TICRR
protein_coding,TIE1
protein_coding,TIFA
protein_coding,TIFAB
protein_coding,TIGAR
protein_coding,TIGD1
protein_coding,TIGD2
protein_coding,TIGD3
protein_coding,TIGD4
protein_coding,TIGD5
protein_coding,TIGD6
protein_coding,TIGD7
protein_coding,TIGIT
protein_coding,TIMD4
protein_coding,TIMELESS
protein_coding,TIMM10
protein_coding,TIMM10B
protein_coding,TIMM13
protein_coding,TIMM17A
protein_coding,TIMM17B
protein_coding,TIMM21
protein_coding,TIMM22
protein_coding,TIMM23
protein_coding,TIMM23B
protein_coding,TIMM44
protein_coding,TIMM50
protein_coding,TIMM8A
protein_coding,TIMM8B
protein_coding,TIMM9
protein_coding,TIMMDC1
protein_coding,TIMP1
protein_coding,TIMP2
protein_coding,TIMP3
protein_coding,TIMP4
protein_coding,TINAG
protein_coding,TINAGL1
lincRNA,TINCR
protein_coding,TINF2
protein_coding,TIPARP
antisense,TIPARP-AS1
protein_coding,TIPIN
protein_coding,TIPRL
protein_coding,TIRAP
protein_coding,TJAP1
protein_coding,TJP1
protein_coding,TJP2
protein_coding,TJP3
protein_coding,TK1
protein_coding,TK2
protein_coding,TKFC
protein_coding,TKT
protein_coding,TKTL1
protein_coding,TKTL2
protein_coding,TLCD1
protein_coding,TLCD2
protein_coding,TLDC1
protein_coding,TLDC2
protein_coding,TLE1
protein_coding,TLE2
protein_coding,TLE3
protein_coding,TLE4
protein_coding,TLE6
protein_coding,TLK1
protein_coding,TLK2
processed_pseudogene,TLK2P1
protein_coding,TLL1
protein_coding,TLL2
protein_coding,TLN1
protein_coding,TLN2
protein_coding,TLR1
protein_coding,TLR10
protein_coding,TLR2
protein_coding,TLR3
protein_coding,TLR4
protein_coding,TLR5
protein_coding,TLR6
protein_coding,TLR7
protein_coding,TLR8
antisense,TLR8-AS1
protein_coding,TLR9
protein_coding,TLX1
protein_coding,TLX1NB
protein_coding,TLX2
protein_coding,TLX3
protein_coding,TM2D1
protein_coding,TM2D2
protein_coding,TM2D3
protein_coding,TM4SF1
antisense,TM4SF1-AS1
protein_coding,TM4SF18
protein_coding,TM4SF19
antisense,TM4SF19-AS1
protein_coding,TM4SF19-TCTEX1D2
protein_coding,TM4SF20
protein_coding,TM4SF4
protein_coding,TM4SF5
protein_coding,TM6SF1
protein_coding,TM6SF2
protein_coding,TM7SF2
protein_coding,TM7SF3
protein_coding,TM9SF1
protein_coding,TM9SF2
protein_coding,TM9SF3
protein_coding,TM9SF4
protein_coding,TMA16
processed_pseudogene,TMA16P1
protein_coding,TMA7
protein_coding,TMBIM1
protein_coding,TMBIM4
protein_coding,TMBIM6
protein_coding,TMC1
protein_coding,TMC2
protein_coding,TMC3
protein_coding,TMC4
protein_coding,TMC5
protein_coding,TMC6
protein_coding,TMC7
protein_coding,TMC8
protein_coding,TMCC1
antisense,TMCC1-AS1
protein_coding,TMCC2
protein_coding,TMCC3
protein_coding,TMCO1
protein_coding,TMCO2
protein_coding,TMCO3
protein_coding,TMCO4
protein_coding,TMCO5A
pseudogene,TMCO5B
protein_coding,TMCO6
protein_coding,TMED1
protein_coding,TMED10
processed_pseudogene,TMED10P1
pseudogene,TMED11P
protein_coding,TMED2
protein_coding,TMED3
protein_coding,TMED4
protein_coding,TMED5
protein_coding,TMED6
protein_coding,TMED7
protein_coding,TMED7-TICAM2
protein_coding,TMED8
protein_coding,TMED9
protein_coding,TMEFF1
protein_coding,TMEFF2
protein_coding,TMEM100
protein_coding,TMEM101
protein_coding,TMEM102
protein_coding,TMEM104
protein_coding,TMEM105
protein_coding,TMEM106A
protein_coding,TMEM106B
protein_coding,TMEM106C
protein_coding,TMEM107
protein_coding,TMEM108
protein_coding,TMEM109
protein_coding,TMEM11
protein_coding,TMEM110
protein_coding,TMEM110-MUSTN1
protein_coding,TMEM114
protein_coding,TMEM115
protein_coding,TMEM116
protein_coding,TMEM117
protein_coding,TMEM119
polymorphic_pseudogene,TMEM120A
protein_coding,TMEM120B
protein_coding,TMEM121
protein_coding,TMEM123
protein_coding,TMEM125
protein_coding,TMEM126A
protein_coding,TMEM126B
protein_coding,TMEM127
protein_coding,TMEM128
protein_coding,TMEM129
protein_coding,TMEM130
protein_coding,TMEM131
protein_coding,TMEM132A
protein_coding,TMEM132B
protein_coding,TMEM132C
protein_coding,TMEM132D
protein_coding,TMEM132E
protein_coding,TMEM133
protein_coding,TMEM134
protein_coding,TMEM135
protein_coding,TMEM136
protein_coding,TMEM138
protein_coding,TMEM139
protein_coding,TMEM140
protein_coding,TMEM141
protein_coding,TMEM143
protein_coding,TMEM144
protein_coding,TMEM145
protein_coding,TMEM147
protein_coding,TMEM14A
protein_coding,TMEM14B
protein_coding,TMEM14C
transcribed_processed_pseudogene,TMEM14EP
protein_coding,TMEM150A
protein_coding,TMEM150B
protein_coding,TMEM150C
protein_coding,TMEM151A
protein_coding,TMEM151B
protein_coding,TMEM154
protein_coding,TMEM155
protein_coding,TMEM156
protein_coding,TMEM158
protein_coding,TMEM159
protein_coding,TMEM160
protein_coding,TMEM161A
protein_coding,TMEM161B
antisense,TMEM161B-AS1
protein_coding,TMEM163
protein_coding,TMEM164
protein_coding,TMEM165
protein_coding,TMEM167A
protein_coding,TMEM167B
protein_coding,TMEM168
protein_coding,TMEM169
protein_coding,TMEM17
protein_coding,TMEM170A
protein_coding,TMEM170B
protein_coding,TMEM171
protein_coding,TMEM173
protein_coding,TMEM174
protein_coding,TMEM175
protein_coding,TMEM176A
protein_coding,TMEM176B
protein_coding,TMEM177
protein_coding,TMEM178A
protein_coding,TMEM178B
protein_coding,TMEM179
protein_coding,TMEM179B
protein_coding,TMEM18
protein_coding,TMEM181
protein_coding,TMEM182
protein_coding,TMEM183A
processed_pseudogene,TMEM183AP1
protein_coding,TMEM184A
protein_coding,TMEM184B
protein_coding,TMEM184C
protein_coding,TMEM185A
protein_coding,TMEM185B
protein_coding,TMEM186
protein_coding,TMEM187
protein_coding,TMEM189
protein_coding,TMEM189-UBE2V1
protein_coding,TMEM19
protein_coding,TMEM190
processed_transcript,TMEM191A
protein_coding,TMEM191B
lincRNA,TMEM191C
protein_coding,TMEM192
protein_coding,TMEM196
protein_coding,TMEM198
pseudogene,TMEM198B
protein_coding,TMEM199
protein_coding,TMEM2
protein_coding,TMEM200A
protein_coding,TMEM200B
protein_coding,TMEM200C
protein_coding,TMEM201
protein_coding,TMEM202
protein_coding,TMEM203
protein_coding,TMEM204
protein_coding,TMEM205
protein_coding,TMEM206
protein_coding,TMEM207
protein_coding,TMEM208
protein_coding,TMEM209
protein_coding,TMEM210
protein_coding,TMEM211
protein_coding,TMEM212
lincRNA,TMEM212-AS1
protein_coding,TMEM213
protein_coding,TMEM214
protein_coding,TMEM215
protein_coding,TMEM216
protein_coding,TMEM217
protein_coding,TMEM218
protein_coding,TMEM219
protein_coding,TMEM220
antisense,TMEM220-AS1
protein_coding,TMEM221
protein_coding,TMEM222
protein_coding,TMEM223
protein_coding,TMEM225
protein_coding,TMEM225B
protein_coding,TMEM229A
protein_coding,TMEM229B
protein_coding,TMEM230
protein_coding,TMEM231
protein_coding,TMEM232
protein_coding,TMEM233
protein_coding,TMEM234
protein_coding,TMEM235
protein_coding,TMEM236
protein_coding,TMEM237
protein_coding,TMEM238
protein_coding,TMEM239
protein_coding,TMEM240
protein_coding,TMEM241
protein_coding,TMEM242
protein_coding,TMEM243
protein_coding,TMEM244
protein_coding,TMEM245
protein_coding,TMEM246
protein_coding,TMEM247
protein_coding,TMEM248
protein_coding,TMEM249
protein_coding,TMEM25
protein_coding,TMEM251
protein_coding,TMEM252
protein_coding,TMEM253
protein_coding,TMEM254
antisense,TMEM254-AS1
protein_coding,TMEM255A
protein_coding,TMEM255B
protein_coding,TMEM256
protein_coding,TMEM256-PLSCR3
protein_coding,TMEM257
protein_coding,TMEM258
protein_coding,TMEM259
protein_coding,TMEM26
protein_coding,TMEM260
protein_coding,TMEM261
protein_coding,TMEM262
protein_coding,TMEM263
protein_coding,TMEM265
protein_coding,TMEM266
protein_coding,TMEM269
protein_coding,TMEM27
protein_coding,TMEM30A
protein_coding,TMEM30B
protein_coding,TMEM30C
transcribed_unitary_pseudogene,TMEM30CP
protein_coding,TMEM31
protein_coding,TMEM33
protein_coding,TMEM35B
protein_coding,TMEM37
protein_coding,TMEM38A
protein_coding,TMEM38B
protein_coding,TMEM39A
protein_coding,TMEM39B
protein_coding,TMEM40
protein_coding,TMEM41A
protein_coding,TMEM41B
protein_coding,TMEM42
protein_coding,TMEM43
protein_coding,TMEM44
antisense,TMEM44-AS1
protein_coding,TMEM45A
protein_coding,TMEM45B
protein_coding,TMEM47
protein_coding,TMEM5
antisense,TMEM5-AS1
protein_coding,TMEM50A
protein_coding,TMEM50B
protein_coding,TMEM51
processed_transcript,TMEM51-AS1
protein_coding,TMEM52
protein_coding,TMEM52B
protein_coding,TMEM53
protein_coding,TMEM54
protein_coding,TMEM55A
protein_coding,TMEM55B
protein_coding,TMEM56
protein_coding,TMEM56-RWDD3
protein_coding,TMEM57
protein_coding,TMEM59
protein_coding,TMEM59L
protein_coding,TMEM60
protein_coding,TMEM61
protein_coding,TMEM62
protein_coding,TMEM63A
protein_coding,TMEM63B
protein_coding,TMEM63C
protein_coding,TMEM64
protein_coding,TMEM65
protein_coding,TMEM67
protein_coding,TMEM68
protein_coding,TMEM69
protein_coding,TMEM70
protein_coding,TMEM71
protein_coding,TMEM72
antisense,TMEM72-AS1
protein_coding,TMEM74
protein_coding,TMEM74B
protein_coding,TMEM75
lincRNA,TMEM78
protein_coding,TMEM79
protein_coding,TMEM80
protein_coding,TMEM81
protein_coding,TMEM82
protein_coding,TMEM86A
protein_coding,TMEM86B
protein_coding,TMEM87A
protein_coding,TMEM87B
protein_coding,TMEM88
protein_coding,TMEM88B
protein_coding,TMEM89
protein_coding,TMEM8A
protein_coding,TMEM8B
protein_coding,TMEM8C
protein_coding,TMEM9
protein_coding,TMEM91
protein_coding,TMEM92
protein_coding,TMEM95
protein_coding,TMEM97
protein_coding,TMEM98
protein_coding,TMEM99
protein_coding,TMEM9B
antisense,TMEM9B-AS1
protein_coding,TMF1
protein_coding,TMIE
protein_coding,TMIGD1
protein_coding,TMIGD2
protein_coding,TMIGD3
protein_coding,TMLHE
antisense,TMLHE-AS1
protein_coding,TMOD1
protein_coding,TMOD2
protein_coding,TMOD3
protein_coding,TMOD4
protein_coding,TMPO
antisense,TMPO-AS1
processed_pseudogene,TMPOP1
protein_coding,TMPPE
protein_coding,TMPRSS11A
protein_coding,TMPRSS11B
protein_coding,TMPRSS11BNL
protein_coding;overexpressed_ribodepletion,TMPRSS11D
protein_coding,TMPRSS11E
protein_coding,TMPRSS11F
pseudogene,TMPRSS11GP
protein_coding,TMPRSS12
protein_coding,TMPRSS13
protein_coding,TMPRSS15
protein_coding,TMPRSS2
protein_coding,TMPRSS3
protein_coding,TMPRSS4
antisense,TMPRSS4-AS1
protein_coding,TMPRSS5
protein_coding,TMPRSS6
protein_coding,TMPRSS7
protein_coding,TMPRSS9
protein_coding,TMSB10
protein_coding,TMSB15A
protein_coding,TMSB15B
protein_coding,TMSB4X
processed_pseudogene,TMSB4XP4
protein_coding,TMSB4Y
protein_coding,TMTC1
protein_coding,TMTC2
protein_coding,TMTC3
protein_coding,TMTC4
protein_coding,TMUB1
protein_coding,TMUB2
protein_coding,TMX1
protein_coding,TMX2
protein_coding,TMX2-CTNND1
protein_coding,TMX3
protein_coding,TMX4
protein_coding,TNC
protein_coding,TNF
protein_coding,TNFAIP1
protein_coding,TNFAIP2
protein_coding,TNFAIP3
protein_coding,TNFAIP6
protein_coding,TNFAIP8
protein_coding,TNFAIP8L1
protein_coding,TNFAIP8L2
protein_coding,TNFAIP8L3
protein_coding,TNFRSF10A
protein_coding,TNFRSF10B
protein_coding,TNFRSF10C
protein_coding,TNFRSF10D
protein_coding,TNFRSF11A
protein_coding,TNFRSF11B
protein_coding,TNFRSF12A
protein_coding,TNFRSF13B
protein_coding,TNFRSF13C
protein_coding,TNFRSF14
protein_coding,TNFRSF17
protein_coding,TNFRSF18
protein_coding,TNFRSF19
protein_coding,TNFRSF1A
protein_coding,TNFRSF1B
protein_coding,TNFRSF21
protein_coding,TNFRSF25
protein_coding,TNFRSF4
protein_coding,TNFRSF6B
protein_coding,TNFRSF8
protein_coding,TNFRSF9
protein_coding,TNFSF10
protein_coding,TNFSF11
protein_coding,TNFSF12
protein_coding,TNFSF12-TNFSF13
protein_coding,TNFSF13
protein_coding,TNFSF13B
protein_coding,TNFSF14
protein_coding,TNFSF15
protein_coding,TNFSF18
protein_coding,TNFSF4
protein_coding,TNFSF8
protein_coding,TNFSF9
protein_coding,TNIK
protein_coding,TNIP1
protein_coding,TNIP2
protein_coding,TNIP3
protein_coding,TNK1
protein_coding,TNK2
protein_coding,TNKS
protein_coding,TNKS1BP1
protein_coding,TNKS2
antisense,TNKS2-AS1
protein_coding,TNMD
protein_coding,TNN
protein_coding,TNNC1
protein_coding,TNNC2
protein_coding,TNNI1
protein_coding,TNNI2
protein_coding,TNNI3
protein_coding,TNNI3K
protein_coding,TNNT1
protein_coding,TNNT2
protein_coding,TNNT3
protein_coding,TNP1
protein_coding,TNP2
protein_coding,TNPO1
processed_pseudogene,TNPO1P1
protein_coding,TNPO2
protein_coding,TNPO3
protein_coding,TNR
protein_coding,TNRC18
pseudogene,TNRC18P1
protein_coding,TNRC6A
protein_coding;overexpressed_ribodepletion,TNRC6B
protein_coding,TNRC6C
processed_transcript,TNRC6C-AS1
protein_coding,TNS1
protein_coding,TNS2
protein_coding,TNS3
protein_coding,TNS4
pseudogene,TNXA
protein_coding,TNXB
protein_coding,TOB1
processed_transcript,TOB1-AS1
protein_coding,TOB2
pseudogene,TOB2P1
protein_coding,TOE1
protein_coding,TOGARAM1
protein_coding,TOGARAM2
protein_coding,TOLLIP
antisense,TOLLIP-AS1
protein_coding,TOM1
protein_coding,TOM1L1
protein_coding,TOM1L2
protein_coding,TOMM20
protein_coding,TOMM20L
protein_coding,TOMM22
protein_coding,TOMM34
protein_coding,TOMM40
protein_coding,TOMM40L
protein_coding,TOMM5
protein_coding,TOMM6
protein_coding,TOMM7
protein_coding,TOMM70
protein_coding,TONSL
protein_coding,TOP1
protein_coding,TOP1MT
pseudogene,TOP1P1
protein_coding,TOP2A
protein_coding,TOP2B
protein_coding,TOP3A
protein_coding,TOP3B
protein_coding,TOPAZ1
protein_coding,TOPBP1
protein_coding,TOPORS
antisense,TOPORS-AS1
protein_coding,TOR1A
protein_coding,TOR1AIP1
protein_coding;overexpressed_ribodepletion,TOR1AIP2
protein_coding,TOR1B
protein_coding,TOR2A
protein_coding,TOR3A
protein_coding,TOR4A
protein_coding,TOX
protein_coding,TOX2
protein_coding,TOX3
protein_coding,TOX4
protein_coding,TP53
protein_coding,TP53AIP1
protein_coding,TP53BP1
protein_coding,TP53BP2
protein_coding,TP53I11
protein_coding,TP53I13
protein_coding,TP53I3
protein_coding,TP53INP1
protein_coding,TP53INP2
protein_coding,TP53RK
lincRNA,TP53TG1
protein_coding,TP53TG3
protein_coding,TP53TG3B
protein_coding,TP53TG3C
protein_coding,TP53TG3D
protein_coding,TP53TG3E
protein_coding,TP53TG3F
processed_pseudogene,TP53TG3GP
transcribed_processed_pseudogene,TP53TG3HP
protein_coding,TP53TG5
protein_coding,TP63
protein_coding,TP73
antisense,TP73-AS1
protein_coding,TPBG
protein_coding,TPBGL
protein_coding,TPCN1
protein_coding,TPCN2
protein_coding,TPD52
protein_coding,TPD52L1
protein_coding,TPD52L2
protein_coding,TPD52L3
protein_coding,TPGS1
protein_coding,TPGS2
protein_coding,TPH1
protein_coding,TPH2
protein_coding,TPI1
pseudogene,TPI1P2
pseudogene;overexpressed_ribodepletion,TPI1P3
protein_coding,TPK1
protein_coding,TPM1
protein_coding,TPM2
protein_coding,TPM3
processed_pseudogene,TPM3P4
pseudogene,TPM3P9
protein_coding,TPM4
protein_coding,TPMT
protein_coding,TPO
protein_coding,TPP1
protein_coding,TPP2
protein_coding,TPPP
protein_coding,TPPP2
protein_coding,TPPP3
protein_coding,TPR
protein_coding,TPRA1
protein_coding,TPRG1
lincRNA,TPRG1-AS1
antisense,TPRG1-AS2
protein_coding,TPRG1L
protein_coding,TPRKB
protein_coding,TPRN
protein_coding,TPRX1
processed_pseudogene,TPRX1P1
unprocessed_pseudogene,TPRX2P
protein_coding,TPRXL
protein_coding,TPSAB1
polymorphic_pseudogene,TPSB2
protein_coding,TPSD1
protein_coding,TPSG1
protein_coding,TPST1
protein_coding,TPST2
protein_coding,TPT1
antisense,TPT1-AS1
protein_coding,TPTE
protein_coding,TPTE2
pseudogene,TPTE2P1
pseudogene,TPTE2P2
pseudogene,TPTE2P3
pseudogene,TPTE2P5
pseudogene,TPTE2P6
lincRNA,TPTEP1
protein_coding,TPX2
protein_coding,TRA2A
protein_coding,TRA2B
protein_coding,TRABD
protein_coding,TRABD2A
protein_coding,TRABD2B
TR_C_gene,TRAC
protein_coding,TRADD
protein_coding,TRAF1
protein_coding,TRAF2
protein_coding,TRAF3
protein_coding,TRAF3IP1
protein_coding,TRAF3IP2
antisense,TRAF3IP2-AS1
protein_coding,TRAF3IP3
protein_coding,TRAF4
protein_coding,TRAF5
protein_coding,TRAF6
protein_coding,TRAF7
protein_coding,TRAFD1
protein_coding,TRAIP
TR_J_gene,TRAJ1
TR_J_gene,TRAJ10
TR_J_gene,TRAJ11
TR_J_gene,TRAJ12
TR_J_gene,TRAJ13
TR_J_gene,TRAJ14
TR_J_gene,TRAJ16
TR_J_gene,TRAJ17
TR_J_gene,TRAJ18
TR_J_gene,TRAJ19
TR_J_gene,TRAJ2
TR_J_gene,TRAJ20
TR_J_gene,TRAJ21
TR_J_gene,TRAJ22
TR_J_gene,TRAJ23
TR_J_gene,TRAJ24
TR_J_gene,TRAJ25
TR_J_gene,TRAJ26
TR_J_gene,TRAJ27
TR_J_gene,TRAJ28
TR_J_gene,TRAJ29
TR_J_gene,TRAJ3
TR_J_gene,TRAJ30
TR_J_gene,TRAJ31
TR_J_gene,TRAJ32
TR_J_gene,TRAJ33
TR_J_gene,TRAJ34
TR_J_gene,TRAJ35
TR_J_gene,TRAJ36
TR_J_gene,TRAJ37
TR_J_gene,TRAJ38
TR_J_gene,TRAJ39
TR_J_gene,TRAJ4
TR_J_gene,TRAJ40
TR_J_gene,TRAJ41
TR_J_gene,TRAJ42
TR_J_gene,TRAJ43
TR_J_gene,TRAJ44
TR_J_gene,TRAJ45
TR_J_gene,TRAJ46
TR_J_gene,TRAJ47
TR_J_gene,TRAJ48
TR_J_gene,TRAJ49
TR_J_gene,TRAJ5
TR_J_gene,TRAJ50
TR_J_pseudogene,TRAJ51
TR_J_gene,TRAJ52
TR_J_gene,TRAJ53
TR_J_gene,TRAJ54
TR_J_pseudogene,TRAJ55
TR_J_gene,TRAJ56
TR_J_gene,TRAJ57
TR_J_gene,TRAJ58
TR_J_gene,TRAJ59
TR_J_gene,TRAJ6
TR_J_pseudogene,TRAJ60
TR_J_gene,TRAJ61
TR_J_gene,TRAJ7
TR_J_pseudogene,TRAJ8
TR_J_gene,TRAJ9
protein_coding,TRAK1
protein_coding,TRAK2
protein_coding,TRAM1
protein_coding,TRAM1L1
protein_coding,TRAM2
lincRNA,TRAM2-AS1
protein_coding,TRANK1
protein_coding,TRAP1
protein_coding,TRAPPC1
protein_coding,TRAPPC10
protein_coding,TRAPPC11
protein_coding,TRAPPC12
protein_coding,TRAPPC13
protein_coding,TRAPPC2
protein_coding,TRAPPC2B
protein_coding,TRAPPC2L
processed_pseudogene,TRAPPC2P2
protein_coding,TRAPPC3
protein_coding,TRAPPC3L
protein_coding,TRAPPC4
protein_coding,TRAPPC5
protein_coding,TRAPPC6A
protein_coding,TRAPPC6B
protein_coding,TRAPPC8
protein_coding,TRAPPC9
protein_coding,TRAT1
TR_V_gene,TRAV1-1
TR_V_gene,TRAV1-2
TR_V_gene,TRAV10
TR_V_pseudogene,TRAV11
TR_V_gene,TRAV12-1
TR_V_gene,TRAV12-2
TR_V_gene,TRAV12-3
TR_V_gene,TRAV13-1
TR_V_gene,TRAV13-2
TR_V_pseudogene,TRAV15
TR_V_gene,TRAV16
TR_V_gene,TRAV17
TR_V_gene,TRAV18
TR_V_gene,TRAV19
TR_V_gene,TRAV2
TR_V_gene,TRAV20
TR_V_gene,TRAV21
TR_V_gene,TRAV22
TR_V_gene,TRAV23DV6
TR_V_gene,TRAV24
TR_V_gene,TRAV25
TR_V_gene,TRAV26-1
TR_V_gene,TRAV26-2
TR_V_gene,TRAV27
TR_V_pseudogene,TRAV28
TR_V_gene,TRAV29DV5
TR_V_gene,TRAV3
TR_V_gene,TRAV30
TR_V_pseudogene,TRAV31
TR_V_pseudogene,TRAV32
TR_V_pseudogene,TRAV33
TR_V_gene,TRAV34
TR_V_pseudogene,TRAV35
TR_V_gene,TRAV36DV7
TR_V_pseudogene,TRAV37
TR_V_gene,TRAV38-1
TR_V_gene,TRAV38-2DV8
TR_V_gene,TRAV39
TR_V_gene,TRAV4
TR_V_gene,TRAV40
TR_V_gene,TRAV41
TR_V_gene,TRAV5
TR_V_gene,TRAV6
TR_V_gene,TRAV7
TR_V_gene,TRAV8-1
TR_V_gene,TRAV8-2
TR_V_gene,TRAV8-3
TR_V_gene,TRAV8-4
TR_V_pseudogene,TRAV8-5
TR_V_gene,TRAV8-6
TR_V_gene,TRAV8-7
TR_V_gene,TRAV9-1
TR_V_gene,TRAV9-2
TR_C_gene,TRBC1
TR_C_gene,TRBC2
TR_D_gene,TRBD1
TR_J_gene,TRBJ1-1
TR_J_gene,TRBJ1-2
TR_J_gene,TRBJ1-3
TR_J_gene,TRBJ1-4
TR_J_gene,TRBJ1-5
TR_J_gene,TRBJ1-6
TR_J_gene,TRBJ2-1
TR_J_gene,TRBJ2-2
TR_J_gene,TRBJ2-2P
TR_J_gene,TRBJ2-3
TR_J_gene,TRBJ2-4
TR_J_gene,TRBJ2-5
TR_J_gene,TRBJ2-6
TR_J_gene,TRBJ2-7
TR_V_pseudogene,TRBV1
TR_V_gene,TRBV10-1
TR_V_gene,TRBV10-2
TR_V_gene,TRBV10-3
TR_V_gene,TRBV11-1
lincRNA,TRBV11-2
TR_V_gene,TRBV11-3
TR_V_pseudogene,TRBV12-1
TR_V_pseudogene,TRBV12-2
TR_V_gene,TRBV12-3
TR_V_gene,TRBV12-4
TR_V_gene,TRBV12-5
TR_V_gene,TRBV13
TR_V_gene,TRBV14
TR_V_gene,TRBV15
TR_V_gene,TRBV16
TR_V_gene,TRBV17
TR_V_gene,TRBV18
TR_V_gene,TRBV19
TR_V_gene,TRBV2
TR_V_gene,TRBV20-1
TR_V_gene,TRBV20OR9-2
TR_V_pseudogene,TRBV21-1
TR_V_pseudogene,TRBV21OR9-2
TR_V_pseudogene,TRBV22-1
TR_V_pseudogene,TRBV22OR9-2
TR_V_gene,TRBV23-1
TR_V_pseudogene,TRBV23OR9-2
TR_V_gene,TRBV24-1
TR_V_pseudogene,TRBV24OR9-2
TR_V_gene,TRBV25-1
TR_V_pseudogene,TRBV25OR9-2
TR_V_pseudogene,TRBV26
TR_V_pseudogene,TRBV26OR9-2
TR_V_gene,TRBV27
TR_V_gene,TRBV28
TR_V_gene,TRBV29-1
TR_V_pseudogene,TRBV29OR9-2
TR_V_gene,TRBV3-1
TR_V_gene,TRBV30
TR_V_gene,TRBV4-1
TR_V_gene,TRBV4-2
TR_V_gene,TRBV5-1
TR_V_pseudogene,TRBV5-2
TR_V_gene,TRBV5-3
TR_V_gene,TRBV5-4
TR_V_gene,TRBV5-5
TR_V_gene,TRBV5-6
TR_V_gene,TRBV5-7
TR_V_gene,TRBV6-1
TR_V_gene,TRBV6-2
TR_V_gene,TRBV6-4
TR_V_gene,TRBV6-5
TR_V_gene,TRBV6-6
TR_V_gene,TRBV6-7
TR_V_gene,TRBV6-8
TR_V_gene,TRBV7-1
TR_V_gene,TRBV7-2
TR_V_gene,TRBV7-3
TR_V_gene,TRBV7-4
TR_V_pseudogene,TRBV7-5
TR_V_gene,TRBV7-6
TR_V_gene,TRBV7-7
TR_V_gene,TRBV7-9
TR_V_pseudogene,TRBV8-1
TR_V_pseudogene,TRBV8-2
TR_V_gene,TRBV9
TR_V_pseudogene,TRBVA
TR_V_pseudogene,TRBVB
TR_C_gene,TRDC
TR_D_gene,TRDD1
TR_D_gene,TRDD2
TR_D_gene,TRDD3
TR_J_gene,TRDJ1
TR_J_gene,TRDJ2
TR_J_gene,TRDJ3
TR_J_gene,TRDJ4
protein_coding,TRDMT1
protein_coding,TRDN
TR_V_gene,TRDV1
TR_V_gene,TRDV2
TR_V_gene,TRDV3
protein_coding,TREH
protein_coding,TREM1
protein_coding,TREM2
protein_coding,TREML1
protein_coding,TREML2
pseudogene,TREML3P
protein_coding,TREML4
pseudogene,TREML5P
protein_coding,TRERF1
lincRNA,TRERNA1
protein_coding,TREX1
protein_coding,TREX2
antisense,TRG-AS1
TR_C_gene,TRGC1
TR_C_gene,TRGC2
TR_J_gene,TRGJ2
TR_J_gene,TRGJP
TR_J_gene,TRGJP1
TR_J_gene,TRGJP2
TR_V_gene,TRGV1
TR_V_gene,TRGV10
TR_V_gene,TRGV11
TR_V_gene,TRGV2
TR_V_gene,TRGV3
TR_V_gene,TRGV4
TR_V_gene,TRGV5
TR_V_pseudogene,TRGV5P
TR_V_pseudogene,TRGV6
TR_V_pseudogene,TRGV7
TR_V_gene,TRGV8
TR_V_gene,TRGV9
TR_V_pseudogene,TRGVA
TR_V_pseudogene,TRGVB
protein_coding,TRH
protein_coding,TRHDE
processed_transcript,TRHDE-AS1
protein_coding,TRHR
protein_coding,TRIAP1
protein_coding,TRIB1
protein_coding,TRIB2
protein_coding,TRIB3
processed_transcript,TRIL
protein_coding,TRIM10
protein_coding,TRIM11
protein_coding,TRIM13
protein_coding,TRIM14
protein_coding,TRIM15
protein_coding,TRIM16
protein_coding,TRIM16L
protein_coding,TRIM17
protein_coding,TRIM2
protein_coding,TRIM21
protein_coding,TRIM22
protein_coding,TRIM23
protein_coding,TRIM24
protein_coding,TRIM25
protein_coding,TRIM26
protein_coding,TRIM27
protein_coding,TRIM28
protein_coding,TRIM29
protein_coding,TRIM3
protein_coding,TRIM31
antisense,TRIM31-AS1
protein_coding,TRIM32
protein_coding,TRIM33
protein_coding,TRIM34
protein_coding,TRIM35
protein_coding,TRIM36
protein_coding,TRIM37
protein_coding,TRIM38
protein_coding,TRIM39
protein_coding,TRIM39-RPP21
protein_coding,TRIM4
protein_coding,TRIM40
protein_coding,TRIM41
protein_coding,TRIM42
protein_coding,TRIM43
pseudogene,TRIM43B
protein_coding,TRIM44
protein_coding,TRIM45
protein_coding,TRIM46
protein_coding,TRIM47
protein_coding,TRIM48
protein_coding,TRIM49
protein_coding,TRIM49B
protein_coding,TRIM49C
protein_coding,TRIM49D1
protein_coding,TRIM49D2
protein_coding,TRIM5
protein_coding,TRIM50
protein_coding,TRIM51
unprocessed_pseudogene,TRIM51BP
unprocessed_pseudogene,TRIM51CP
pseudogene,TRIM51EP
pseudogene,TRIM51HP
protein_coding,TRIM52
antisense,TRIM52-AS1
pseudogene,TRIM53AP
protein_coding,TRIM54
protein_coding,TRIM55
protein_coding,TRIM56
protein_coding,TRIM58
protein_coding,TRIM59
protein_coding,TRIM6
